,Order ID,Category,Sub Category,Order Date,Sales,Discount,Profit
1557,OD6456,Oil & Masala,Masalas,12-02-2022,856,0.17,42.8
1558,OD1079,Fruits & Veggies,Fresh Vegetables,12-02-2022,2097,0.26,880.74
1559,OD6424,Oil & Masala,Edible Oil & Ghee,12-02-2022,934,0.1,46.7
1560,OD8211,Food Grains,Rice,12-02-2022,692,0.31,235.28
1561,OD8374,"Eggs, Meat & Fish",Mutton,12-02-2022,304,0.12,107.80672
1562,OD8338,Fruits & Veggies,Fresh Fruits,12-02-2022,1109,0.18,432.51
1563,OD6553,Snacks,Noodles,12-02-2022,1394,0.31,109.76256
1564,OD6547,Bakery,Cakes,12-02-2022,2500,0.1,1022.0
1565,OD6211,Fruits & Veggies,Fresh Fruits,12-02-2022,1802,0.16,90.1
1566,OD6541,Snacks,Noodles,12-02-2022,2841,0.27,1263.63
1567,OD8324,"Eggs, Meat & Fish",Chicken,12-02-2022,386,0.11,301.4144
1568,OD6537,Beverages,Soft Drinks,12-02-2022,1432,0.23,657.28
1569,OD4133,Fruits & Veggies,Organic Fruits,12-02-2022,1359,0.27,312.57
1570,OD6531,Oil & Masala,Edible Oil & Ghee,12-02-2022,531,0.1,26.55
1571,OD9485,Bakery,Breads & Buns,12-02-2022,1112,0.32,291.96288
1572,OD6234,"Eggs, Meat & Fish",Eggs,12-02-2022,1066,0.15,629.06
1573,OD7385,"Eggs, Meat & Fish",Fish,12-02-2022,783,0.31,453.54
1574,OD2220,Fruits & Veggies,Fresh Fruits,12-02-2022,2019,0.25,524.94
1575,OD2145,Fruits & Veggies,Fresh Fruits,12-02-2022,1097,0.27,285.22
1576,OD2701,Fruits & Veggies,Organic Vegetables,12-02-2022,2032,0.29,243.84
1577,OD7048,Fruits & Veggies,Organic Vegetables,12-02-2022,1337,0.32,93.59
1578,OD4843,Beverages,Soft Drinks,12-02-2022,2349,0.25,1057.56
1579,OD7534,"Eggs, Meat & Fish",Eggs,12-02-2022,925,0.22,443.75
1580,OD7714,Fruits & Veggies,Organic Fruits,12-02-2022,660,0.2,145.2
1581,OD5173,"Eggs, Meat & Fish",Chicken,12-02-2022,708,0.29,482.28
1582,OD7875,Beverages,Health Drinks,12-02-2022,1712,0.16,724.8
1583,OD7770,Bakery,Biscuits,12-02-2022,2974,0.22,1035.94
1584,OD2102,"Eggs, Meat & Fish",Fish,12-02-2022,348,0.34,110.96064
1585,OD2595,"Eggs, Meat & Fish",Eggs,12-02-2022,271,0.21,45.18912
1586,OD3126,Fruits & Veggies,Organic Fruits,12-03-2022,523,0.14,120.29
1587,OD4198,"Eggs, Meat & Fish",Mutton,12-03-2022,736,0.11,551.84
1588,OD8503,Beverages,Health Drinks,12-03-2022,2744,0.13,786.0
1589,OD1400,Fruits & Veggies,Organic Fruits,12-03-2022,1946,0.32,252.98
1590,OD4163,"Eggs, Meat & Fish",Eggs,12-03-2022,380,0.19,202.24
1591,OD3118,Beverages,Health Drinks,12-03-2022,2493,0.28,1141.85
1592,OD1407,Snacks,Cookies,12-03-2022,2228,0.35,196.92288
1593,OD3093,Bakery,Breads & Buns,12-03-2022,2317,0.2,918.12
1594,OD2559,Bakery,Breads & Buns,12-03-2022,2266,0.26,518.19264
1595,OD5088,Food Grains,Atta & Flour,12-03-2022,2325,0.12,1046.25
1596,OD1389,"Eggs, Meat & Fish",Mutton,12-03-2022,50,0.14,84.18816000000001
1597,OD5140,Food Grains,Atta & Flour,12-03-2022,1722,0.18,309.96
1598,OD5137,Snacks,Cookies,12-03-2022,1656,0.14,617.0176
1599,OD3924,"Eggs, Meat & Fish",Fish,12-03-2022,620,0.11,519.0
1600,OD2029,Oil & Masala,Spices,12-03-2022,0,0.15,0.0
1601,OD4271,Oil & Masala,Edible Oil & Ghee,12-03-2022,50,0.27,2.5
1602,OD3834,"Eggs, Meat & Fish",Eggs,12-03-2022,50,0.18,150.79424
1603,OD3575,"Eggs, Meat & Fish",Fish,12-03-2022,1132,0.2,155.21792
1604,OD5266,Beverages,Soft Drinks,12-03-2022,1536,0.26,196.3008
1605,OD1529,Beverages,Health Drinks,12-03-2022,1758,0.25,811.1
1606,OD1558,Fruits & Veggies,Organic Vegetables,12-04-2022,2343,0.27,820.05
1607,OD3223,Snacks,Cookies,12-04-2022,1585,0.32,221.2704
1608,OD2818,Oil & Masala,Masalas,12-04-2022,1199,0.28,59.95
1609,OD6421,Fruits & Veggies,Organic Fruits,12-04-2022,519,0.11,36.33
1610,OD1578,Bakery,Biscuits,12-04-2022,1768,0.21,100.9152
1611,OD5144,Beverages,Health Drinks,12-04-2022,2010,0.34,731.3
1612,OD6025,Beverages,Soft Drinks,12-04-2022,2869,0.31,284.4288
1613,OD3984,Oil & Masala,Spices,12-04-2022,1565,0.26,78.25
1614,OD6041,Food Grains,Organic Staples,12-04-2022,951,0.34,389.91
1615,OD5176,Bakery,Biscuits,12-04-2022,1219,0.13,342.28224
1616,OD7319,"Eggs, Meat & Fish",Chicken,12-04-2022,50,0.19,120.4224
1617,OD5751,Oil & Masala,Spices,12-04-2022,222,0.18,11.1
1618,OD7361,Snacks,Cookies,12-04-2022,1206,0.27,376.98048
1619,OD5487,"Eggs, Meat & Fish",Mutton,12-04-2022,1008,0.1,494.88
1620,OD8200,Fruits & Veggies,Fresh Vegetables,12-04-2022,2480,0.3,744.0
1621,OD1577,Oil & Masala,Edible Oil & Ghee,12-04-2022,239,0.24,11.95
1622,OD5676,"Eggs, Meat & Fish",Eggs,12-04-2022,590,0.32,155.8016
1623,OD3330,Snacks,Noodles,12-04-2022,1235,0.12,274.32
1624,OD8422,Oil & Masala,Masalas,12-05-2022,683,0.29,34.15
1625,OD675,Food Grains,Organic Staples,12-05-2022,2421,0.11,387.36
1626,OD2747,"Eggs, Meat & Fish",Fish,12-05-2022,529,0.32,267.968
1627,OD7220,Fruits & Veggies,Fresh Fruits,12-05-2022,567,0.19,175.77
1628,OD4684,Snacks,Cookies,12-05-2022,1301,0.1,218.03904
1629,OD2782,Beverages,Soft Drinks,12-05-2022,1142,0.29,106.848
1630,OD1035,Food Grains,Atta & Flour,12-05-2022,1540,0.21,569.8
1631,OD674,"Eggs, Meat & Fish",Eggs,12-05-2022,92,0.29,152.14592
1632,OD676,Bakery,Cakes,12-05-2022,1804,0.19,749.024
1633,OD5983,"Eggs, Meat & Fish",Eggs,12-05-2022,633,0.31,56.30976
1634,OD2116,Beverages,Health Drinks,12-05-2022,2631,0.32,608.668
1635,OD9733,Food Grains,Dals & Pulses,12-05-2022,2051,0.21,102.55
1636,OD8829,"Eggs, Meat & Fish",Chicken,12-05-2022,50,0.17,28.34944
1637,OD8828,Snacks,Chocolates,12-05-2022,1924,0.15,771.968
1638,OD4749,"Eggs, Meat & Fish",Eggs,12-05-2022,860,0.14,105.472
1639,OD5969,"Eggs, Meat & Fish",Chicken,12-05-2022,375,0.26,137.088
1640,OD8810,Bakery,Cakes,12-05-2022,1907,0.26,780.308
1641,OD3015,Food Grains,Organic Staples,12-05-2022,1390,0.14,542.1
1642,OD8179,Oil & Masala,Edible Oil & Ghee,12-05-2022,854,0.21,42.7
1643,OD6784,Oil & Masala,Edible Oil & Ghee,12-06-2022,1373,0.12,68.65
1644,OD4070,"Eggs, Meat & Fish",Fish,12-07-2022,624,0.1,46.69440000000001
1645,OD4851,Bakery,Breads & Buns,12-07-2022,2170,0.32,975.1
1646,OD7028,"Eggs, Meat & Fish",Fish,12-07-2022,720,0.28,267.77599999999995
1647,OD7102,"Eggs, Meat & Fish",Eggs,12-07-2022,1299,0.35,271.8656
1648,OD7007,Oil & Masala,Spices,12-07-2022,698,0.11,34.9
1649,OD1744,Oil & Masala,Masalas,12-07-2022,1484,0.17,74.2
1650,OD9604,"Eggs, Meat & Fish",Fish,12-07-2022,1229,0.27,278.0032
1651,OD566,Fruits & Veggies,Fresh Fruits,12-07-2022,1527,0.16,305.4
1652,OD5425,"Eggs, Meat & Fish",Chicken,12-07-2022,1254,0.18,706.14
1653,OD410,"Eggs, Meat & Fish",Eggs,12-08-2022,50,0.14,33.9968
1654,OD2178,Fruits & Veggies,Fresh Vegetables,12-08-2022,1026,0.19,266.76
1655,OD7699,Snacks,Cookies,12-08-2022,1843,0.28,171.83232
1656,OD411,Bakery,Cakes,12-08-2022,2131,0.28,805.23
1657,OD2754,"Eggs, Meat & Fish",Fish,12-08-2022,50,0.28,28.016639999999995
1658,OD4863,Oil & Masala,Masalas,12-08-2022,273,0.15,13.65
1659,OD7596,Fruits & Veggies,Organic Fruits,12-08-2022,1944,0.1,855.36
1660,OD2317,Bakery,Breads & Buns,12-08-2022,2257,0.27,601.0768
1661,OD412,Snacks,Cookies,12-08-2022,2955,0.14,1053.6
1662,OD409,Beverages,Soft Drinks,12-08-2022,2593,0.33,1099.13
1663,OD1258,Bakery,Breads & Buns,12-08-2022,2374,0.15,367.85664
1664,OD413,Oil & Masala,Edible Oil & Ghee,12-08-2022,17,0.19,0.85
1665,OD2356,"Eggs, Meat & Fish",Eggs,12-08-2022,437,0.15,281.7344
1666,OD8972,Fruits & Veggies,Organic Vegetables,12-08-2022,1759,0.3,422.16
1667,OD414,Bakery,Breads & Buns,12-08-2022,2033,0.25,750.272
1668,OD5160,Food Grains,Atta & Flour,12-08-2022,552,0.14,138.0
1669,OD7765,Food Grains,Rice,12-08-2022,1608,0.31,369.84
1670,OD3218,Beverages,Soft Drinks,12-08-2022,2470,0.32,596.16
1671,OD407,Food Grains,Rice,12-08-2022,904,0.17,63.28
1672,OD408,Fruits & Veggies,Fresh Fruits,12-08-2022,958,0.18,182.02
1673,OD3161,Fruits & Veggies,Fresh Vegetables,12-08-2022,1812,0.22,108.72
1674,OD2767,Beverages,Health Drinks,12-08-2022,2590,0.12,1010.3
1675,OD2759,Snacks,Chocolates,12-08-2022,1872,0.35,649.504
1676,OD6780,"Eggs, Meat & Fish",Mutton,12-08-2022,991,0.25,201.92256000000003
1677,OD7804,Bakery,Cakes,12-08-2022,1332,0.2,366.81984
1678,OD1441,Oil & Masala,Masalas,12-08-2022,1416,0.1,70.8
1679,OD1103,Fruits & Veggies,Organic Fruits,12-08-2022,1108,0.25,409.96
1680,OD1688,Beverages,Health Drinks,12-08-2022,1858,0.17,826.94
1681,OD3178,Food Grains,Rice,12-08-2022,977,0.19,439.65
1682,OD406,Food Grains,Atta & Flour,12-08-2022,762,0.31,198.12
1683,OD7836,Snacks,Cookies,12-09-2022,2149,0.23,613.0288
1684,OD9009,Oil & Masala,Edible Oil & Ghee,12-09-2022,313,0.21,15.65
1685,OD7869,Fruits & Veggies,Organic Fruits,12-09-2022,570,0.19,222.3
1686,OD2631,Bakery,Cakes,12-09-2022,1848,0.15,709.184
1687,OD270,Beverages,Soft Drinks,12-09-2022,2012,0.11,812.56
1688,OD3230,Fruits & Veggies,Fresh Fruits,12-09-2022,1108,0.14,166.2
1689,OD2863,Fruits & Veggies,Organic Vegetables,12-09-2022,1297,0.33,479.89
1690,OD5886,Fruits & Veggies,Fresh Fruits,12-09-2022,1856,0.16,686.72
1691,OD3225,Food Grains,Rice,12-09-2022,781,0.26,132.77
1692,OD77,Fruits & Veggies,Organic Fruits,12-09-2022,1250,0.27,75.0
1693,OD9019,"Eggs, Meat & Fish",Mutton,12-09-2022,307,0.35,208.32768
1694,OD78,Snacks,Noodles,12-09-2022,1958,0.31,786.656
1695,OD2622,Snacks,Chocolates,12-09-2022,2820,0.15,1165.8
1696,OD2627,Beverages,Soft Drinks,12-09-2022,2453,0.13,354.7584
1697,OD7284,Snacks,Chocolates,12-09-2022,2794,0.27,1155.66
1698,OD2872,Oil & Masala,Masalas,12-09-2022,50,0.23,2.5
1699,OD3450,Snacks,Cookies,12-09-2022,2338,0.26,977.82
1700,OD8513,Snacks,Noodles,12-09-2022,1880,0.16,837.6
1701,OD8520,Oil & Masala,Edible Oil & Ghee,12-09-2022,223,0.26,11.15
1702,OD2897,Food Grains,Rice,12-09-2022,1227,0.34,441.72
1703,OD4002,Oil & Masala,Masalas,12-09-2022,1182,0.22,59.1
1704,OD269,Bakery,Cakes,12-09-2022,2107,0.16,312.49152000000004
1705,OD3315,Snacks,Noodles,12-09-2022,1604,0.26,537.82272
1706,OD2869,Food Grains,Dals & Pulses,12-09-2022,2374,0.32,284.88
1707,OD4999,Fruits & Veggies,Organic Vegetables,12-09-2022,1794,0.17,699.66
1708,OD6903,Beverages,Soft Drinks,12-09-2022,2386,0.27,736.22
1709,OD2893,Snacks,Chocolates,12-09-2022,2134,0.24,503.64287999999993
1710,OD76,Beverages,Soft Drinks,12-09-2022,1889,0.12,278.7408
1711,OD206,"Eggs, Meat & Fish",Mutton,12-09-2022,798,0.29,71.60832
1712,OD3237,"Eggs, Meat & Fish",Mutton,12-09-2022,604,0.18,240.14848
1713,OD5083,Fruits & Veggies,Organic Vegetables,12-09-2022,1265,0.34,392.15
1714,OD5077,Bakery,Biscuits,12-09-2022,1165,0.31,107.3952
1715,OD6913,Bakery,Breads & Buns,12-09-2022,1858,0.34,260.85888
1716,OD2474,Bakery,Cakes,12-10-2022,2141,0.29,292.91328
1717,OD1056,Beverages,Health Drinks,12-10-2022,1415,0.22,423.864
1718,OD1061,Fruits & Veggies,Organic Fruits,12-10-2022,2464,0.35,837.76
1719,OD1096,Food Grains,Rice,12-10-2022,745,0.15,149.0
1720,OD2461,"Eggs, Meat & Fish",Mutton,12-10-2022,889,0.32,203.21792
1721,OD8839,Food Grains,Rice,12-10-2022,1478,0.27,517.3
1722,OD7818,Snacks,Chocolates,12-10-2022,2131,0.13,582.02496
1723,OD6806,Beverages,Soft Drinks,12-10-2022,1239,0.34,60.408
1724,OD6067,Beverages,Health Drinks,12-10-2022,1784,0.32,498.24
1725,OD8997,Snacks,Chocolates,12-10-2022,3086,0.34,1269.54
1726,OD9802,Food Grains,Rice,12-10-2022,788,0.34,86.68
1727,OD9801,Food Grains,Organic Staples,12-10-2022,1536,0.22,583.68
1728,OD6836,Fruits & Veggies,Organic Vegetables,12-10-2022,1435,0.12,373.1
1729,OD2199,Beverages,Health Drinks,12-10-2022,2771,0.12,443.85120000000006
1730,OD1369,Snacks,Cookies,12-10-2022,1163,0.35,165.38688
1731,OD2162,Oil & Masala,Spices,12-10-2022,50,0.21,2.5
1732,OD7780,Snacks,Noodles,12-10-2022,2955,0.14,1312.65
1733,OD8042,Oil & Masala,Spices,12-10-2022,352,0.27,17.6
1734,OD5128,Fruits & Veggies,Fresh Vegetables,12-10-2022,2113,0.18,169.04
1735,OD5342,Oil & Masala,Masalas,12-10-2022,50,0.32,2.5
1736,OD2991,Beverages,Soft Drinks,12-10-2022,2881,0.28,535.896
1737,OD3745,Fruits & Veggies,Organic Fruits,12-11-2022,876,0.21,61.32
1738,OD3811,Snacks,Noodles,12-11-2022,2827,0.35,307.86048000000005
1739,OD390,Bakery,Biscuits,12-11-2022,2882,0.19,197.1648
1740,OD8901,"Eggs, Meat & Fish",Mutton,12-11-2022,882,0.24,372.992
1741,OD3779,Snacks,Noodles,12-11-2022,2399,0.26,279.78048
1742,OD8907,Fruits & Veggies,Fresh Fruits,12-11-2022,2232,0.21,959.76
1743,OD391,Bakery,Breads & Buns,12-11-2022,2894,0.18,896.44
1744,OD5287,Beverages,Health Drinks,12-11-2022,2601,0.12,860.3
1745,OD6119,"Eggs, Meat & Fish",Fish,12-11-2022,50,0.35,129.92000000000002
1746,OD2062,Snacks,Noodles,12-11-2022,2378,0.21,851.18
1747,OD6307,Snacks,Chocolates,12-11-2022,2161,0.27,1002.45
1748,OD6085,Food Grains,Rice,12-11-2022,2435,0.15,146.1
1749,OD3614,Fruits & Veggies,Organic Fruits,12-11-2022,1868,0.35,747.2
1750,OD1161,Fruits & Veggies,Organic Fruits,12-11-2022,1405,0.29,266.95
1751,OD1157,Snacks,Chocolates,12-11-2022,2853,0.14,506.1139199999999
1752,OD8160,Fruits & Veggies,Organic Vegetables,12-11-2022,509,0.2,50.9
1753,OD7497,Oil & Masala,Edible Oil & Ghee,12-11-2022,1189,0.13,59.45
1754,OD7891,Bakery,Cakes,12-11-2022,1750,0.17,806.0
1755,OD1669,Oil & Masala,Masalas,12-11-2022,685,0.27,34.25
1756,OD2429,Food Grains,Dals & Pulses,12-11-2022,2132,0.16,533.0
1757,OD3697,"Eggs, Meat & Fish",Chicken,12-11-2022,50,0.29,23.04
1758,OD8267,Fruits & Veggies,Organic Vegetables,12-11-2022,1336,0.15,561.12
1759,OD4552,Oil & Masala,Spices,12/13/2022,50,0.18,2.5
1760,OD4415,Bakery,Biscuits,12/13/2022,2692,0.19,1032.2
1761,OD4350,Oil & Masala,Spices,12/13/2022,544,0.12,27.2
1762,OD2564,Oil & Masala,Edible Oil & Ghee,12/13/2022,50,0.31,2.5
1763,OD6028,Bakery,Breads & Buns,12/13/2022,1502,0.13,483.18336
1764,OD1885,Beverages,Health Drinks,12/13/2022,2216,0.35,575.3088
1765,OD9580,"Eggs, Meat & Fish",Fish,12/14/2022,50,0.13,66.90816000000001
1766,OD9851,"Eggs, Meat & Fish",Fish,12/14/2022,848,0.28,316.1088
1767,OD9854,Fruits & Veggies,Organic Fruits,12/14/2022,860,0.11,215.0
1768,OD9865,Snacks,Noodles,12/14/2022,2060,0.32,708.0799999999999
1769,OD8555,Snacks,Cookies,12/14/2022,2267,0.28,720.104
1770,OD4940,Oil & Masala,Masalas,12/14/2022,157,0.25,7.85
1771,OD9222,Fruits & Veggies,Fresh Vegetables,12/14/2022,991,0.13,287.39
1772,OD8609,Snacks,Cookies,12/14/2022,2663,0.12,427.78368
1773,OD8247,Fruits & Veggies,Fresh Fruits,12/14/2022,1557,0.15,513.81
1774,OD2443,Snacks,Chocolates,12/14/2022,1864,0.22,776.384
1775,OD9677,Fruits & Veggies,Fresh Fruits,12/14/2022,557,0.18,206.09
1776,OD8242,Oil & Masala,Masalas,12/14/2022,669,0.31,33.45
1777,OD9291,Bakery,Biscuits,12/14/2022,2899,0.27,1150.63
1778,OD1164,Beverages,Soft Drinks,12/14/2022,1340,0.24,500.832
1779,OD9258,Oil & Masala,Masalas,12/14/2022,693,0.17,34.65
1780,OD8659,Oil & Masala,Masalas,12/14/2022,50,0.12,2.5
1781,OD1168,"Eggs, Meat & Fish",Fish,12/14/2022,621,0.34,167.82336
1782,OD1498,"Eggs, Meat & Fish",Chicken,12/14/2022,54,0.25,257.024
1783,OD4464,Beverages,Soft Drinks,12/15/2022,2206,0.18,208.0512
1784,OD4420,Beverages,Soft Drinks,12/15/2022,2665,0.12,643.6
1785,OD8664,"Eggs, Meat & Fish",Mutton,12/15/2022,837,0.12,156.4416
1786,OD7060,Fruits & Veggies,Organic Fruits,12/15/2022,641,0.34,275.63
1787,OD5572,Bakery,Biscuits,12/15/2022,2519,0.23,165.8016
1788,OD9045,Fruits & Veggies,Fresh Fruits,12/16/2022,1610,0.11,724.5
1789,OD6862,Snacks,Chocolates,12/16/2022,2262,0.23,344.63232
1790,OD6824,Beverages,Health Drinks,12/16/2022,2469,0.24,800.01
1791,OD9022,"Eggs, Meat & Fish",Mutton,12/16/2022,50,0.12,45.44512000000001
1792,OD5841,Beverages,Health Drinks,12/16/2022,2046,0.22,284.4288
1793,OD8046,"Eggs, Meat & Fish",Chicken,12/16/2022,50,0.25,28.9792
1794,OD8047,Fruits & Veggies,Fresh Fruits,12/16/2022,2141,0.24,256.92
1795,OD6879,Fruits & Veggies,Fresh Fruits,12/16/2022,2066,0.25,681.78
1796,OD6808,Food Grains,Atta & Flour,12/16/2022,2457,0.31,761.67
1797,OD5857,Snacks,Noodles,12/16/2022,3050,0.14,1353.5
1798,OD5858,Beverages,Soft Drinks,12/16/2022,1797,0.13,523.0368000000001
1799,OD3234,Food Grains,Organic Staples,12/16/2022,1699,0.19,526.69
1800,OD9337,"Eggs, Meat & Fish",Chicken,12/16/2022,50,0.26,91.9296
1801,OD1567,Bakery,Cakes,12/17/2022,2158,0.32,323.06688
1802,OD630,Beverages,Soft Drinks,12/17/2022,1951,0.27,223.344
1803,OD629,Beverages,Soft Drinks,12/17/2022,966,0.2,309.7152
1804,OD4069,Snacks,Noodles,12/17/2022,2442,0.1,572.93568
1805,OD9112,Snacks,Cookies,12/17/2022,1786,0.18,122.96448
1806,OD1734,Oil & Masala,Masalas,12/17/2022,672,0.13,33.6
1807,OD3877,Food Grains,Organic Staples,12/17/2022,832,0.28,41.6
1808,OD8809,Bakery,Cakes,12/17/2022,2843,0.2,542.6265599999999
1809,OD204,Oil & Masala,Masalas,12/17/2022,50,0.12,2.5
1810,OD3643,Snacks,Chocolates,12/17/2022,2498,0.16,1040.22
1811,OD7705,Bakery,Biscuits,12/17/2022,2209,0.35,721.316
1812,OD6920,Beverages,Health Drinks,12/17/2022,2228,0.25,552.7872
1813,OD7599,Fruits & Veggies,Fresh Vegetables,12/17/2022,721,0.34,64.89
1814,OD2339,Beverages,Health Drinks,12/18/2022,1747,0.24,752.27
1815,OD3819,Fruits & Veggies,Organic Fruits,12/18/2022,1716,0.26,652.08
1816,OD3601,Fruits & Veggies,Fresh Vegetables,12/18/2022,759,0.14,174.57
1817,OD1573,Fruits & Veggies,Organic Fruits,12/18/2022,824,0.25,123.6
1818,OD3803,Food Grains,Rice,12/18/2022,1958,0.15,489.5
1819,OD5899,"Eggs, Meat & Fish",Fish,12/18/2022,305,0.32,46.2336
1820,OD1630,Oil & Masala,Edible Oil & Ghee,12/18/2022,1075,0.34,53.75
1821,OD3083,Food Grains,Organic Staples,12/18/2022,1764,0.24,776.16
1822,OD3768,Oil & Masala,Masalas,12/18/2022,50,0.22,2.5
1823,OD7375,Beverages,Soft Drinks,12/18/2022,1929,0.21,198.1584
1824,OD9508,Beverages,Health Drinks,12/18/2022,1001,0.15,328.8672
1825,OD8086,Food Grains,Dals & Pulses,12/18/2022,855,0.24,128.25
1826,OD5098,Beverages,Health Drinks,12/18/2022,2267,0.34,457.0416
1827,OD2304,Snacks,Noodles,12/18/2022,2475,0.21,717.5
1828,OD3934,Bakery,Breads & Buns,12/18/2022,1132,0.14,248.20992
1829,OD2291,Food Grains,Organic Staples,12/18/2022,1255,0.16,263.55
1830,OD3979,Snacks,Cookies,12/18/2022,2901,0.34,1289.4299999999998
1831,OD2267,Snacks,Chocolates,12/18/2022,2732,0.11,918.28
1832,OD3896,Fruits & Veggies,Organic Fruits,12/18/2022,1415,0.11,283.0
1833,OD1381,"Eggs, Meat & Fish",Eggs,12/18/2022,1274,0.27,394.176
1834,OD2001,Bakery,Breads & Buns,12/19/2022,1758,0.22,650.2816
1835,OD3090,Fruits & Veggies,Organic Fruits,12/19/2022,1721,0.2,653.98
1836,OD4661,"Eggs, Meat & Fish",Chicken,12/19/2022,1093,0.25,353.63199999999995
1837,OD2218,Bakery,Biscuits,12/19/2022,1690,0.1,749.36
1838,OD1981,Food Grains,Rice,12/19/2022,1665,0.2,599.4
1839,OD7133,Food Grains,Organic Staples,12/20/2022,1253,0.11,313.25
1840,OD7187,Bakery,Breads & Buns,12/20/2022,1494,0.35,185.37984
1841,OD7287,Beverages,Soft Drinks,12/20/2022,1791,0.19,100.152
1842,OD7324,Oil & Masala,Masalas,12/20/2022,1500,0.31,75.0
1843,OD7239,Food Grains,Organic Staples,12/20/2022,1618,0.19,728.1
1844,OD514,Oil & Masala,Masalas,12/21/2022,50,0.29,2.5
1845,OD4360,Bakery,Biscuits,12/21/2022,1416,0.23,141.0048
1846,OD4877,"Eggs, Meat & Fish",Eggs,12/21/2022,50,0.29,35.93216
1847,OD515,Beverages,Health Drinks,12/21/2022,2752,0.27,764.48
1848,OD7746,Food Grains,Rice,12/21/2022,926,0.14,101.86
1849,OD2904,Snacks,Cookies,12/21/2022,1990,0.15,883.8
1850,OD5304,Food Grains,Dals & Pulses,12/21/2022,2232,0.14,803.52
1851,OD3141,Snacks,Chocolates,12/21/2022,1865,0.2,682.912
1852,OD3764,Oil & Masala,Edible Oil & Ghee,12/21/2022,1136,0.16,56.8
1853,OD8437,Bakery,Biscuits,12/21/2022,2452,0.26,948.2
1854,OD3689,Food Grains,Atta & Flour,12/21/2022,614,0.34,165.78
1855,OD4803,Snacks,Noodles,12/22/2022,2561,0.14,927.52
1856,OD3542,Beverages,Soft Drinks,12/22/2022,1454,0.18,656.512
1857,OD8361,Beverages,Soft Drinks,12/22/2022,2315,0.32,193.032
1858,OD145,"Eggs, Meat & Fish",Mutton,12/22/2022,1203,0.2,339.824
1859,OD4907,Beverages,Health Drinks,12/22/2022,1436,0.13,609.712
