,Order ID,Category,Sub Category,Order Date,Sales,Discount,Profit
468,OD5961,"Eggs, Meat & Fish",Mutton,07-08-2022,249,0.27,244.82304
469,OD8665,Food Grains,Dals & Pulses,07-08-2022,1135,0.31,147.55
470,OD9537,Snacks,Cookies,07-08-2022,2177,0.11,767.72
471,OD7259,Oil & Masala,Spices,07-08-2022,1436,0.34,71.8
472,OD6266,Fruits & Veggies,Fresh Fruits,07-09-2022,1411,0.28,352.75
473,OD3731,Food Grains,Organic Staples,07-09-2022,584,0.33,256.96
474,OD3750,Fruits & Veggies,Organic Vegetables,07-09-2022,1410,0.16,70.5
475,OD3422,Oil & Masala,Masalas,07-09-2022,50,0.21,2.5
476,OD8537,"Eggs, Meat & Fish",Chicken,07-09-2022,50,0.21,231.168
477,OD6287,Oil & Masala,Edible Oil & Ghee,07-09-2022,482,0.27,24.1
478,OD3766,Bakery,Cakes,07-09-2022,2631,0.25,456.2438399999999
479,OD977,Fruits & Veggies,Fresh Vegetables,07-09-2022,1205,0.3,494.05
480,OD5280,Beverages,Soft Drinks,07-09-2022,2385,0.23,1073.4
481,OD9181,Bakery,Cakes,07-10-2022,2846,0.1,271.67616
482,OD7436,Fruits & Veggies,Fresh Vegetables,07-10-2022,1604,0.31,577.44
483,OD1322,Oil & Masala,Edible Oil & Ghee,07-10-2022,685,0.3,34.25
484,OD3209,Food Grains,Dals & Pulses,07-11-2022,1934,0.11,135.38
485,OD8372,Bakery,Biscuits,07-11-2022,1984,0.3,825.92
486,OD7711,Snacks,Cookies,07-11-2022,2931,0.17,322.23743999999994
487,OD7832,Snacks,Noodles,07-11-2022,1374,0.16,147.12192000000002
488,OD7666,Fruits & Veggies,Organic Fruits,07-11-2022,1251,0.24,250.2
489,OD8309,"Eggs, Meat & Fish",Fish,07-11-2022,50,0.15,223.4624
490,OD5046,Food Grains,Rice,07-11-2022,1597,0.15,351.34
491,OD3816,Fruits & Veggies,Fresh Vegetables,07-12-2022,1486,0.11,653.84
