,Order ID,Category,Sub Category,Order Date,Sales,Discount,Profit
627,OD5312,"Eggs, Meat & Fish",Mutton,09-04-2022,86,0.15,230.45120000000003
628,OD2853,Bakery,Breads & Buns,09-04-2022,3048,0.3,1034.4
629,OD1412,Bakery,Breads & Buns,09-04-2022,2872,0.26,890.72
630,OD8791,Snacks,Noodles,09-04-2022,1888,0.26,467.38944
631,OD3435,Food Grains,Atta & Flour,09-04-2022,2068,0.17,124.08
632,OD4365,"Eggs, Meat & Fish",Fish,09-04-2022,50,0.19,83.328
633,OD2778,Food Grains,Rice,09-04-2022,1284,0.12,231.12
634,OD9730,Bakery,Biscuits,09-04-2022,2993,0.33,826.46
635,OD6488,Snacks,Noodles,09-04-2022,1579,0.17,253.7568
636,OD4150,Food Grains,Dals & Pulses,09-04-2022,1839,0.19,183.9
637,OD5653,Snacks,Noodles,09-04-2022,2382,0.22,755.984
638,OD4628,Beverages,Soft Drinks,09-04-2022,2722,0.26,1221.6799999999998
639,OD3120,"Eggs, Meat & Fish",Eggs,09-04-2022,50,0.34,130.88768
640,OD2824,Food Grains,Rice,09-04-2022,671,0.13,33.55
641,OD5535,Bakery,Cakes,09-04-2022,2176,0.3,977.68
642,OD2823,"Eggs, Meat & Fish",Mutton,09-04-2022,1091,0.27,234.5984
643,OD9449,Bakery,Biscuits,09-05-2022,1254,0.35,192.11904
644,OD5474,Food Grains,Dals & Pulses,09-05-2022,1764,0.33,546.84
645,OD4207,"Eggs, Meat & Fish",Eggs,09-05-2022,50,0.21,103.79263999999998
646,OD4186,Food Grains,Atta & Flour,09-05-2022,1887,0.14,566.1
647,OD8788,"Eggs, Meat & Fish",Fish,09-05-2022,194,0.31,78.51007999999999
648,OD4926,Bakery,Breads & Buns,09-07-2022,1760,0.27,420.9408
649,OD533,Snacks,Noodles,09-07-2022,2502,0.13,946.68
650,OD7271,Oil & Masala,Masalas,09-07-2022,1469,0.27,73.45
651,OD4935,Fruits & Veggies,Organic Fruits,09-07-2022,1549,0.34,77.45
652,OD5624,Bakery,Cakes,09-07-2022,2933,0.13,1139.88
653,OD1855,Snacks,Cookies,09-07-2022,1477,0.13,378.864
654,OD1918,Snacks,Cookies,09-07-2022,2010,0.19,292.3776
655,OD4706,"Eggs, Meat & Fish",Chicken,09-07-2022,137,0.1,75.29983999999999
656,OD8831,Bakery,Breads & Buns,09-07-2022,2017,0.13,778.136
657,OD4917,Beverages,Soft Drinks,09-07-2022,2328,0.1,874.8
658,OD2276,Bakery,Cakes,09-07-2022,1211,0.19,52.790400000000005
659,OD5145,Fruits & Veggies,Organic Vegetables,09-07-2022,1294,0.24,439.96
660,OD7505,Oil & Masala,Edible Oil & Ghee,09-07-2022,637,0.18,31.85
661,OD2097,Fruits & Veggies,Fresh Fruits,09-07-2022,2335,0.18,677.15
662,OD3932,Snacks,Cookies,09-07-2022,1404,0.25,69.46560000000001
663,OD3898,Bakery,Cakes,09-07-2022,2409,0.12,987.42
664,OD9186,Fruits & Veggies,Organic Fruits,09-07-2022,1749,0.32,542.19
665,OD3894,Fruits & Veggies,Organic Vegetables,09-07-2022,797,0.14,191.28
666,OD9094,Fruits & Veggies,Fresh Vegetables,09-07-2022,1196,0.15,203.32
667,OD1154,Bakery,Breads & Buns,09-07-2022,1754,0.24,139.58784000000003
668,OD2140,Oil & Masala,Spices,09-07-2022,246,0.2,12.3
669,OD1115,"Eggs, Meat & Fish",Eggs,09-07-2022,502,0.34,121.99936
670,OD1106,Fruits & Veggies,Organic Vegetables,09-07-2022,566,0.31,249.04
671,OD8188,Fruits & Veggies,Organic Fruits,09-08-2022,1603,0.11,625.17
672,OD9715,Snacks,Noodles,09-08-2022,2804,0.27,1247.72
673,OD7884,Food Grains,Organic Staples,09-08-2022,1884,0.1,697.08
674,OD6667,Fruits & Veggies,Fresh Vegetables,09-08-2022,2174,0.13,152.18
675,OD8781,"Eggs, Meat & Fish",Fish,09-08-2022,308,0.34,162.14015999999998
676,OD6267,"Eggs, Meat & Fish",Mutton,09-08-2022,679,0.2,105.82528
677,OD6285,Beverages,Soft Drinks,09-08-2022,1094,0.19,109.9296
678,OD7999,Beverages,Health Drinks,09-08-2022,2714,0.11,627.592
679,OD1239,"Eggs, Meat & Fish",Eggs,09-08-2022,11,0.35,37.20192
680,OD6260,Snacks,Noodles,09-08-2022,2411,0.22,406.82304
681,OD5655,Bakery,Breads & Buns,09-08-2022,2668,0.26,636.0255999999999
682,OD8013,Food Grains,Organic Staples,09-08-2022,833,0.13,99.96
683,OD5648,Food Grains,Atta & Flour,09-08-2022,2416,0.27,1087.2
684,OD5370,Beverages,Soft Drinks,09-08-2022,1928,0.28,154.0224
685,OD4655,"Eggs, Meat & Fish",Fish,09-09-2022,1085,0.14,198.8864
686,OD4199,Snacks,Cookies,09-09-2022,1893,0.34,290.45952
687,OD1405,"Eggs, Meat & Fish",Eggs,09-09-2022,1268,0.27,267.6992
688,OD3921,Snacks,Noodles,09-09-2022,2944,0.25,1073.52
689,OD4160,Bakery,Breads & Buns,09-09-2022,2409,0.23,742.7
690,OD6035,Fruits & Veggies,Organic Fruits,09-09-2022,561,0.14,235.62
691,OD4189,Food Grains,Rice,09-09-2022,2217,0.13,288.21
692,OD1641,Fruits & Veggies,Organic Fruits,09-09-2022,811,0.23,194.64
693,OD6027,Snacks,Cookies,09-09-2022,3088,0.15,1245.44
694,OD2191,Beverages,Soft Drinks,09-09-2022,2750,0.21,664.0
695,OD7761,"Eggs, Meat & Fish",Eggs,09-09-2022,353,0.29,95.41632
696,OD2202,Oil & Masala,Spices,09-09-2022,270,0.13,13.5
697,OD2208,"Eggs, Meat & Fish",Chicken,09-09-2022,568,0.26,153.88672000000005
698,OD7675,Bakery,Cakes,09-09-2022,2778,0.26,1236.54
699,OD7489,"Eggs, Meat & Fish",Mutton,09-09-2022,549,0.15,44.7744
700,OD8300,Snacks,Cookies,09-09-2022,2119,0.13,892.41
701,OD7476,"Eggs, Meat & Fish",Mutton,09-09-2022,913,0.16,524.07
702,OD7394,Beverages,Soft Drinks,09-09-2022,1064,0.19,334.656
703,OD7391,Food Grains,Rice,09-09-2022,2045,0.28,858.9
704,OD3159,Food Grains,Atta & Flour,09-09-2022,1374,0.18,82.44
705,OD7849,Snacks,Cookies,09-09-2022,1437,0.29,477.29088
706,OD8230,Snacks,Cookies,09-09-2022,1609,0.18,122.04864
707,OD8197,Fruits & Veggies,Fresh Vegetables,09-09-2022,1565,0.35,187.8
708,OD8196,"Eggs, Meat & Fish",Fish,09-09-2022,910,0.29,380.16
709,OD7281,"Eggs, Meat & Fish",Eggs,09-09-2022,50,0.34,91.904
710,OD7040,Beverages,Soft Drinks,09-09-2022,1625,0.17,546.84
711,OD3071,Oil & Masala,Spices,09-09-2022,943,0.12,47.15
712,OD2977,"Eggs, Meat & Fish",Eggs,09-09-2022,918,0.24,589.56
713,OD1773,Food Grains,Rice,09-09-2022,2069,0.23,806.91
714,OD2616,Bakery,Cakes,09-10-2022,1464,0.11,462.82752
715,OD6338,Snacks,Cookies,09-10-2022,2558,0.21,1024.46
716,OD5761,"Eggs, Meat & Fish",Eggs,09-10-2022,459,0.16,370.88
717,OD42,Beverages,Soft Drinks,09-10-2022,2268,0.18,816.44
718,OD2456,Bakery,Breads & Buns,09-10-2022,1332,0.15,518.60736
719,OD2636,Food Grains,Dals & Pulses,09-10-2022,2174,0.2,673.94
720,OD6546,Snacks,Cookies,09-10-2022,2179,0.32,245.56608000000003
721,OD4007,Beverages,Soft Drinks,09-10-2022,2875,0.14,285.12
722,OD6295,Oil & Masala,Masalas,09-10-2022,50,0.1,2.5
723,OD2599,Fruits & Veggies,Fresh Vegetables,09-10-2022,2266,0.34,181.28
724,OD2611,Beverages,Health Drinks,09-10-2022,2399,0.25,518.1408
725,OD2615,"Eggs, Meat & Fish",Chicken,09-10-2022,934,0.2,277.44
726,OD2623,Fruits & Veggies,Organic Fruits,09-10-2022,2451,0.14,416.67
727,OD9194,Bakery,Breads & Buns,09-10-2022,2445,0.24,709.22
728,OD5000,Snacks,Cookies,09-10-2022,2880,0.28,1120.8
729,OD5369,Food Grains,Atta & Flour,09-10-2022,1932,0.23,309.12
730,OD4997,Fruits & Veggies,Fresh Fruits,09-10-2022,894,0.18,232.44
731,OD5360,Food Grains,Organic Staples,09-10-2022,881,0.17,44.05
732,OD3471,Oil & Masala,Spices,09-11-2022,915,0.23,45.75
733,OD2560,Bakery,Biscuits,09-11-2022,2602,0.27,728.528
734,OD8459,Bakery,Breads & Buns,09-11-2022,2017,0.3,778.136
735,OD2569,Oil & Masala,Spices,09-11-2022,455,0.18,22.75
736,OD2577,Oil & Masala,Masalas,09-11-2022,127,0.22,6.35
737,OD1503,Beverages,Health Drinks,09-11-2022,2404,0.34,548.2944
738,OD9428,"Eggs, Meat & Fish",Mutton,09-11-2022,50,0.34,136.5504
739,OD553,Beverages,Soft Drinks,09-11-2022,2736,0.34,807.36
740,OD4986,Food Grains,Atta & Flour,09-11-2022,2261,0.34,972.23
741,OD2674,Bakery,Biscuits,09-11-2022,2456,0.1,1023.84
742,OD2685,Snacks,Chocolates,09-11-2022,2862,0.1,234.52416
743,OD6812,Bakery,Breads & Buns,09-11-2022,1347,0.15,516.3264
744,OD2891,Bakery,Breads & Buns,09-11-2022,1429,0.27,272.17728
745,OD2894,Oil & Masala,Spices,09-11-2022,586,0.21,29.3
746,OD4087,"Eggs, Meat & Fish",Mutton,09-11-2022,50,0.11,106.4448
747,OD8072,Food Grains,Rice,09-11-2022,1489,0.3,282.91
748,OD2589,Fruits & Veggies,Organic Fruits,09-11-2022,1279,0.33,76.74
749,OD8880,Snacks,Chocolates,09-11-2022,2552,0.26,202.38336
750,OD3366,Snacks,Chocolates,09-11-2022,2208,0.24,911.04
751,OD1204,"Eggs, Meat & Fish",Fish,09-11-2022,50,0.1,174.592
752,OD1199,Food Grains,Atta & Flour,09-11-2022,560,0.24,50.4
753,OD8882,Snacks,Cookies,09-11-2022,2963,0.31,610.4079999999999
754,OD2144,Fruits & Veggies,Organic Fruits,09-12-2022,1431,0.18,515.16
755,OD6324,Snacks,Chocolates,09-12-2022,3052,0.18,759.056
756,OD3013,Snacks,Noodles,09-12-2022,2688,0.11,947.28
757,OD1104,Beverages,Health Drinks,09-12-2022,2037,0.33,495.0288
758,OD2138,Food Grains,Dals & Pulses,09-12-2022,1804,0.25,126.28
759,OD6304,Beverages,Health Drinks,09-12-2022,966,0.19,48.9024
760,OD2137,Oil & Masala,Edible Oil & Ghee,09-12-2022,395,0.11,19.75
