,Order ID,Category,Sub Category,Order Date,Sales,Discount,Profit
176,OD9442,Bakery,Biscuits,04-07-2022,2604,0.18,821.04
177,OD9931,Bakery,Biscuits,04-07-2022,1963,0.25,588.8159999999999
178,OD236,Fruits & Veggies,Organic Fruits,04-07-2022,1983,0.17,773.37
179,OD235,Beverages,Soft Drinks,04-07-2022,2445,0.12,752.15
180,OD7447,Fruits & Veggies,Organic Vegetables,04-08-2022,1562,0.13,656.04
181,OD5892,Food Grains,Dals & Pulses,04-08-2022,2317,0.11,718.27
182,OD5879,Beverages,Soft Drinks,04-08-2022,2484,0.19,721.0
183,OD9272,Fruits & Veggies,Organic Fruits,04-08-2022,1725,0.13,362.25
184,OD6079,Bakery,Cakes,04-08-2022,2554,0.2,739.304
185,OD9587,Beverages,Health Drinks,04-08-2022,1430,0.35,355.968
186,OD9569,Food Grains,Organic Staples,04-08-2022,1455,0.24,567.45
187,OD9268,Oil & Masala,Edible Oil & Ghee,04-08-2022,840,0.22,42.0
188,OD2257,Fruits & Veggies,Fresh Fruits,04-09-2022,1710,0.22,307.8
189,OD2258,Oil & Masala,Masalas,04-09-2022,1238,0.17,61.9
190,OD965,Snacks,Noodles,04-09-2022,2392,0.28,340.62336
191,OD7305,"Eggs, Meat & Fish",Eggs,04-09-2022,529,0.28,132.7872
192,OD966,Bakery,Cakes,04-09-2022,3032,0.29,1053.92
193,OD2270,Bakery,Breads & Buns,04-09-2022,1652,0.13,181.7856
194,OD967,Oil & Masala,Edible Oil & Ghee,04-09-2022,1149,0.19,57.45
195,OD7411,Snacks,Chocolates,04-09-2022,2718,0.33,871.86
196,OD968,Bakery,Breads & Buns,04-09-2022,2829,0.1,462.20544
197,OD2646,Bakery,Biscuits,04-09-2022,2195,0.17,275.616
198,OD969,Bakery,Cakes,04-09-2022,1720,0.27,751.04
199,OD970,"Eggs, Meat & Fish",Mutton,04-09-2022,281,0.11,45.49632
200,OD2431,Oil & Masala,Spices,04-10-2022,339,0.34,16.95
201,OD6776,Fruits & Veggies,Fresh Vegetables,04-10-2022,1778,0.2,604.52
202,OD9283,Fruits & Veggies,Fresh Fruits,04-10-2022,1016,0.18,365.76
203,OD859,Bakery,Biscuits,04-10-2022,1741,0.34,256.31424
204,OD860,"Eggs, Meat & Fish",Mutton,04-10-2022,860,0.22,383.84
205,OD1657,Food Grains,Organic Staples,04-10-2022,1471,0.31,176.52
206,OD3910,Snacks,Chocolates,04-10-2022,3081,0.11,969.87
207,OD4943,Fruits & Veggies,Fresh Vegetables,04-10-2022,2498,0.24,224.82
208,OD9861,Snacks,Cookies,04-10-2022,2375,0.2,775.1
209,OD5836,Bakery,Cakes,04-10-2022,2544,0.28,537.4771200000001
210,OD4233,Fruits & Veggies,Fresh Vegetables,04-11-2022,1149,0.21,68.94
211,OD9199,"Eggs, Meat & Fish",Chicken,04-11-2022,585,0.27,63.9744
212,OD4562,Bakery,Cakes,04-11-2022,2159,0.19,892.42
213,OD5519,Snacks,Chocolates,04-11-2022,1769,0.15,689.1759999999999
214,OD4132,Beverages,Health Drinks,04-11-2022,2694,0.33,934.08
215,OD3864,Fruits & Veggies,Fresh Fruits,04-11-2022,774,0.13,317.34
216,OD5345,Fruits & Veggies,Fresh Fruits,04-11-2022,2450,0.32,588.0
217,OD2770,Snacks,Chocolates,04-12-2022,2725,0.11,958.75
218,OD2766,Bakery,Cakes,04-12-2022,2567,0.14,790.1
